Rank,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingYards,PassingTouchdowns,PassingInterceptions,RushingAttempts,RushingYards,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPointsPerGamePPR,FantasyPointsPPR
200,Trevor Lawrence,JAX,QB,2,KC,23.6,35.3,254.6,1.8,0.8,4.1,18.7,0.2,0,0,0,0,18.2,18.25
201,Travis Kelce,KC,TE,9,MIA,0,0,0,0,0,0,0,0,8.6,6.9,77.3,0.6,18.2,18.23
202,Lamar Jackson,BAL,QB,4,CLE,18.6,30.1,194.8,1.1,0.7,10.3,60.3,0.3,0,0,0,0,18.2,18.22
203,Dak Prescott,DAL,QB,16,MIA,23.9,35.8,265.6,1.8,0.7,3.8,15.9,0.1,0,0,0,0,18.2,18.21
204,Justin Fields,CHI,QB,17,ATL,17.6,28.5,192,1.2,0.8,9.7,55.2,0.4,0,0,0,0,18.2,18.2
205,Kyren Williams,LAR,RB,17,NYG,0,0,0,0,0,18.5,84.5,0.6,4.3,3,21,0.2,18.2,18.15
205,Tony Pollard,DAL,RB,3,ARI,0,0,0,0,0,16.8,77.4,0.7,4.6,3.5,21.1,0.1,18.2,18.15
205,Davante Adams,LV,WR,4,LAC,0,0,0,0,0,0.1,0.2,0,9.9,6.6,81.3,0.6,18.2,18.15
208,A.J. Brown,PHI,WR,7,MIA,0,0,0,0,0,0.2,0.9,0,7.8,5.8,86.4,0.6,18.1,18.13
209,Brock Purdy,SF,QB,12,SEA,19.6,29.1,256.2,1.7,0.6,3.4,12.6,0.2,0,0,0,0,18.1,18.11
209,Justin Jefferson,MIN,WR,16,DET,0,0,0,0,0,0.1,0.7,0,9.6,6.2,88.4,0.5,18.1,18.11
211,Kirk Cousins,MIN,QB,1,TB,24.7,36.3,272.8,1.9,0.7,1.8,5.8,0.1,0,0,0,0,18.1,18.09
212,Jared Goff,DET,QB,11,CHI,24.7,35.8,280.8,1.9,0.7,1.6,4.5,0.1,0,0,0,0,18.1,18.08
213,Amon-Ra St. Brown,DET,WR,8,LV,0,0,0,0,0,0.4,2.2,0,8.8,7.1,79.1,0.5,18,18.03
214,Justin Herbert,LAC,QB,11,GB,23.6,35.2,254.9,1.7,0.7,3.8,14.2,0.2,0,0,0,0,18,18.02
215,A.J. Brown,PHI,WR,17,ARI,0,0,0,0,0,0.2,0.9,0,8.4,5.9,84.2,0.6,18,18.01
216,Alvin Kamara,NO,RB,14,CAR,0,0,0,0,0,15.5,63.4,0.4,6.3,5.1,31.5,0.2,18,17.99
217,Travis Kelce,KC,TE,5,MIN,0,0,0,0,0,0,0,0,9,6.5,72.8,0.7,18,17.98
218,Alvin Kamara,NO,RB,15,NYG,0,0,0,0,0,15.1,61.3,0.3,6.6,5.1,39.4,0.2,18,17.97
219,Tyreek Hill,MIA,WR,1,LAC,0,0,0,0,0,0.7,3.9,0,8.3,6.2,85.7,0.5,18,17.96
220,Tua Tagovailoa,MIA,QB,8,NE,23.1,33.4,282.2,2,0.8,1.7,4.6,0,0,0,0,0,18,17.95
220,Justin Fields,CHI,QB,2,TB,16.1,26.1,183.1,1.1,0.8,9.9,60.3,0.4,0,0,0,0,18,17.95
220,Christian McCaffrey,SF,RB,1,PIT,0,0,0,0,0,13.8,61.6,0.5,5.3,4.5,30.9,0.2,18,17.95
223,Amon-Ra St. Brown,DET,WR,16,MIN,0,0,0,0,0,0.3,1.8,0,9,6.8,79.5,0.5,17.9,17.93
224,Matthew Stafford,LAR,QB,15,WAS,22.2,34.5,264.2,2,0.8,1.6,5.4,0.1,0,0,0,0,17.9,17.91
225,Justin Herbert,LAC,QB,14,DEN,23.9,35.3,255.6,1.6,0.7,4.7,18.8,0.2,0,0,0,0,17.9,17.9
226,A.J. Brown,PHI,WR,16,NYG,0,0,0,0,0,0.2,0.9,0,8.6,5.9,83,0.6,17.9,17.89
227,Kirk Cousins,MIN,QB,6,CHI,25.1,37.1,278,1.9,0.8,1.7,5.6,0.1,0,0,0,0,17.9,17.88
227,Stefon Diggs,BUF,WR,3,WAS,0,0,0,0,0,0.1,0.3,0,9.1,6.4,80.5,0.6,17.9,17.88
229,Anthony Richardson,IND,QB,5,TEN,19.6,31.5,212,1.2,0.7,8.9,41.9,0.4,0,0,0,0,17.9,17.87
230,Amon-Ra St. Brown,DET,WR,15,DEN,0,0,0,0,0,0.4,2.2,0,8.6,6.8,78.4,0.5,17.9,17.86
231,C.J. Stroud,HOU,QB,12,JAX,23.1,36.2,274.7,1.8,0.7,2.2,8.5,0.1,0,0,0,0,17.8,17.84
232,Keenan Allen,LAC,WR,7,KC,0,0,0,0,0,0.1,0.4,0,9.3,7,79.5,0.5,17.8,17.79
233,A.J. Brown,PHI,WR,5,LAR,0,0,0,0,0,0.2,0.9,0,7.6,5.8,84.9,0.6,17.8,17.78
233,Stefon Diggs,BUF,WR,14,KC,0,0,0,0,0,0.02,0.1,0,8.1,6.4,77.7,0.6,17.8,17.78
235,Brock Purdy,SF,QB,16,BAL,19.8,29.6,256.9,1.8,0.6,3.1,10.9,0.1,0,0,0,0,17.8,17.77
236,Travis Kelce,KC,TE,3,CHI,0,0,0,0,0,0.02,0.1,0,8,6.5,76.5,0.6,17.8,17.76
237,Anthony Richardson,IND,QB,4,LAR,20.4,32.1,210.9,1.2,0.9,8.6,43.1,0.4,0,0,0,0,17.8,17.75
237,Justin Herbert,LAC,QB,7,KC,24.6,37.3,254.3,1.6,0.7,4.4,15.8,0.2,0,0,0,0,17.8,17.75
237,Travis Kelce,KC,TE,7,LAC,0,0,0,0,0,0,0,0,8.4,6.6,75.5,0.6,17.8,17.75
240,Daniel Jones,NYG,QB,4,SEA,20.9,31.6,219.4,1.3,0.7,7.4,37.6,0.3,0,0,0,0,17.7,17.74
241,Joe Burrow,CIN,QB,4,TEN,23.9,35.7,271.4,1.8,0.8,2.5,8.7,0.1,0,0,0,0,17.7,17.73
242,Cooper Kupp,LAR,WR,11,SEA,0,0,0,0,0,0.2,1.2,0,8.9,6.4,82,0.5,17.7,17.72
243,CeeDee Lamb,DAL,WR,3,ARI,0,0,0,0,0,0.7,3.5,0,8.2,6.3,82.6,0.5,17.7,17.71
244,Geno Smith,SEA,QB,1,LAR,22.6,32.7,251.1,1.8,0.7,3.5,16.6,0.1,0,0,0,0,17.7,17.7
244,CeeDee Lamb,DAL,WR,9,PHI,0,0,0,0,0,0.7,3.2,0,7.9,6.2,81.8,0.5,17.7,17.7
246,Joe Burrow,CIN,QB,11,BAL,24.1,35.8,243.3,1.7,0.8,4.3,17.1,0.2,0,0,0,0,17.6,17.64
246,Dak Prescott,DAL,QB,3,ARI,22.7,32.9,247.4,1.9,0.7,3.5,13.4,0.1,0,0,0,0,17.6,17.64
248,Tua Tagovailoa,MIA,QB,2,NE,22.9,34.7,275.9,1.8,0.8,2.8,7.9,0.1,0,0,0,0,17.6,17.63
249,Justin Herbert,LAC,QB,13,NE,23.7,34.6,242.2,1.6,0.6,4.9,19.1,0.2,0,0,0,0,17.6,17.6
250,Geno Smith,SEA,QB,7,ARI,23,32.9,251.1,1.8,0.7,3,13.4,0.1,0,0,0,0,17.6,17.58
251,Jared Goff,DET,QB,8,LV,23.9,34.8,260.2,1.9,0.7,1.8,5.6,0.1,0,0,0,0,17.6,17.57
252,Trevor Lawrence,JAX,QB,13,CIN,22.3,33.7,252.9,1.5,0.7,4.3,20.4,0.2,0,0,0,0,17.6,17.56
253,Daniel Jones,NYG,QB,1,DAL,20.5,31.7,217.3,1.3,0.7,6.8,38.6,0.3,0,0,0,0,17.6,17.55
254,Tua Tagovailoa,MIA,QB,1,LAC,22.8,34.6,271.3,1.8,0.8,2.3,6.9,0.1,0,0,0,0,17.5,17.54
255,Brock Purdy,SF,QB,13,PHI,21,30.8,253.8,1.8,0.7,3.2,11.8,0.1,0,0,0,0,17.5,17.53
256,Sam Howell,WAS,QB,11,NYG,23.8,36.9,262.5,1.7,0.9,3.8,18.2,0.1,0,0,0,0,17.5,17.52
256,Travis Kelce,KC,TE,6,DEN,0,0,0,0,0,0,0,0,8.8,6.4,69.2,0.7,17.5,17.52
258,Justin Fields,CHI,QB,12,MIN,18.1,29.4,200,1.2,0.9,9.9,53.1,0.3,0,0,0,0,17.5,17.51
258,Austin Ekeler,LAC,RB,1,MIA,0,0,0,0,0,12.2,55.2,0.6,5.4,4.6,27.9,0.2,17.5,17.51
258,Justin Jefferson,MIN,WR,14,LV,0,0,0,0,0,0.1,0.5,0,7.9,6.3,81.6,0.5,17.5,17.51
261,Travis Kelce,KC,TE,2,JAX,0,0,0,0,0,0.02,0.1,0,7.8,6.4,74.8,0.6,17.5,17.49
262,Austin Ekeler,LAC,RB,10,DET,0,0,0,0,0,13.3,52.7,0.4,6,5,32.1,0.3,17.5,17.48
263,Keenan Allen,LAC,WR,3,MIN,0,0,0,0,0,0.2,1.1,0,8.5,6.6,79.6,0.5,17.5,17.47
264,Kyler Murray,ARI,QB,12,LAR,20.9,32.2,222.9,1.3,0.7,6.2,33.4,0.3,0,0,0,0,17.5,17.46
264,Amon-Ra St. Brown,DET,WR,18,MIN,0,0,0,0,0,0.4,2.1,0,8.7,6.5,77.5,0.5,17.5,17.46
266,Justin Fields,CHI,QB,11,DET,17.8,29.4,206.9,1.3,1,8.5,45.6,0.3,0,0,0,0,17.4,17.44
266,Brock Purdy,SF,QB,11,TB,19.8,28.7,242,1.7,0.6,3.3,11.6,0.2,0,0,0,0,17.4,17.44
268,Deshaun Watson,CLE,QB,1,CIN,20.9,32.5,239.4,1.5,0.8,5.3,26.5,0.2,0,0,0,0,17.4,17.43
268,Justin Herbert,LAC,QB,12,BAL,23,34.8,244.3,1.6,0.7,4.3,16.6,0.2,0,0,0,0,17.4,17.43
270,Kirk Cousins,MIN,QB,5,KC,25.3,38.4,267,1.9,0.8,1.6,5.4,0.1,0,0,0,0,17.4,17.42
271,Trevor Lawrence,JAX,QB,6,IND,24.3,35.6,254.7,1.5,0.7,5,22.2,0.2,0,0,0,0,17.4,17.41
272,Travis Kelce,KC,TE,12,LV,0,0,0,0,0,0,0,0,8.5,6.7,71,0.6,17.4,17.4
273,C.J. Stroud,HOU,QB,17,TEN,21.8,34,263.5,1.6,0.6,2.7,10.5,0.2,0,0,0,0,17.4,17.39
274,C.J. Stroud,HOU,QB,18,IND,22.1,34.4,263.1,1.6,0.6,2.6,10.5,0.2,0,0,0,0,17.4,17.37
274,Tony Pollard,DAL,RB,4,NE,0,0,0,0,0,17.9,79.3,0.6,4.2,3.2,20.4,0.1,17.4,17.37
274,Davante Adams,LV,WR,3,PIT,0,0,0,0,0,0.1,0.2,0,9,6,79.5,0.6,17.4,17.37
277,Anthony Richardson,IND,QB,2,HOU,18.6,29.8,203.8,1.1,0.9,9.4,46.1,0.4,0,0,0,0,17.4,17.36
277,Joshua Dobbs,MIN,QB,12,CHI,21.8,33.4,226.3,1.5,0.8,5.8,27.1,0.3,0,0,0,0,17.4,17.36
279,Anthony Richardson,IND,QB,1,JAX,17.4,29.1,193,1.1,0.9,10.2,50.3,0.4,0,0,0,0,17.4,17.35
280,Austin Ekeler,LAC,RB,6,DAL,0,0,0,0,0,12.6,57.6,0.5,5.8,4.7,28.8,0.2,17.3,17.34
280,Ja'Marr Chase,CIN,WR,3,LAR,0,0,0,0,0,0.4,2.1,0,9.1,6.3,80.3,0.5,17.3,17.34
282,Justin Fields,CHI,QB,4,DEN,17.2,27.7,185.8,1.2,1,9.7,52.9,0.4,0,0,0,0,17.3,17.32
282,Trevor Lawrence,JAX,QB,12,HOU,23.7,35.1,251.2,1.5,0.7,4.5,20.7,0.2,0,0,0,0,17.3,17.32
282,A.J. Brown,PHI,WR,14,DAL,0,0,0,0,0,0.2,0.6,0,7.4,5.9,83.6,0.5,17.3,17.32
282,Davante Adams,LV,WR,2,BUF,0,0,0,0,0,0.1,0.2,0,9.6,6.1,78,0.6,17.3,17.32
286,Austin Ekeler,LAC,RB,9,NYJ,0,0,0,0,0,13.6,51.4,0.4,6.4,4.8,33.6,0.3,17.3,17.3
287,Matthew Stafford,LAR,QB,6,ARI,24.6,36.4,267.1,1.8,0.8,1.7,6,0.1,0,0,0,0,17.3,17.28
288,Trevor Lawrence,JAX,QB,4,ATL,23.1,35.6,250.8,1.6,0.8,4.1,18.4,0.2,0,0,0,0,17.3,17.27
288,Stefon Diggs,BUF,WR,11,NYJ,0,0,0,0,0,0.05,0.2,0,8.8,6.7,77.5,0.5,17.3,17.27
290,Kyler Murray,ARI,QB,18,SEA,21.3,32.2,223.8,1.3,0.8,6.3,33,0.3,0,0,0,0,17.2,17.25
291,Justin Herbert,LAC,QB,9,NYJ,23.5,35.2,245.6,1.6,0.7,3.9,14.2,0.2,0,0,0,0,17.2,17.24
292,Austin Ekeler,LAC,RB,8,CHI,0,0,0,0,0,13.8,58.6,0.6,5.1,4.3,24.6,0.2,17.2,17.22
293,Geno Smith,SEA,QB,4,NYG,22.7,33.6,252.7,1.7,0.7,3,14.6,0.1,0,0,0,0,17.2,17.17
293,A.J. Brown,PHI,WR,13,SF,0,0,0,0,0,0.2,0.8,0,7.7,5.8,82.9,0.5,17.2,17.17
295,Kyler Murray,ARI,QB,11,HOU,20.7,31.1,222.2,1.3,0.7,5.8,30.7,0.3,0,0,0,0,17.2,17.16
296,Tua Tagovailoa,MIA,QB,9,KC,23,34.1,275.6,1.9,0.8,1.9,5.3,0,0,0,0,0,17.2,17.15
297,Jared Goff,DET,QB,2,SEA,23,35.2,266,1.8,0.7,1.7,5,0.1,0,0,0,0,17.1,17.14
298,Daniel Jones,NYG,QB,2,ARI,20.2,30.6,209.3,1.2,0.7,7.2,38.9,0.3,0,0,0,0,17.1,17.06
299,Sam Howell,WAS,QB,5,CHI,22.5,33.5,246.4,1.6,1,3.4,17.9,0.2,0,0,0,0,17,17.05
299,Kenneth Walker III,SEA,RB,7,ARI,0,0,0,0,0,18.1,81.3,0.8,3,2.3,14.2,0.1,17,17.05
301,Raheem Mostert,MIA,RB,6,CAR,0,0,0,0,0,15.2,77.2,0.7,3.7,2.9,18.2,0.1,17,17.04
302,Joe Burrow,CIN,QB,5,ARI,24,35.9,252.5,1.7,0.7,2.8,11.3,0.1,0,0,0,0,17,17.03
303,Deshaun Watson,CLE,QB,2,PIT,19.5,30.6,223.7,1.4,0.7,5.5,28.7,0.2,0,0,0,0,17,17.02
303,Derrick Henry,TEN,RB,2,LAC,0,0,0,0,0,19.8,88.1,0.7,2.7,2,16.1,0.1,17,17.02
305,A.J. Brown,PHI,WR,2,MIN,0,0,0,0,0,0.3,1.3,0,7.7,5.3,81.8,0.6,17,17.01
305,A.J. Brown,PHI,WR,15,SEA,0,0,0,0,0,0.2,0.9,0,8.1,5.8,81.2,0.5,17,17.01
305,Ja'Marr Chase,CIN,WR,14,IND,0,0,0,0,0,0.2,0.7,0,7.8,6.3,76.4,0.5,17,17.01
308,Brock Purdy,SF,QB,4,ARI,20.4,30,241.1,1.8,0.5,2.8,7.6,0.1,0,0,0,0,17,17
308,Christian McCaffrey,SF,RB,7,MIN,0,0,0,0,0,14.7,70.5,0.6,4.1,3.2,21.5,0.2,17,17
310,Amon-Ra St. Brown,DET,WR,1,KC,0,0,0,0,0,0.5,3.6,0,9,6.9,75.2,0.4,17,16.98
311,Jordan Love,GB,QB,18,CHI,21.3,33.7,242,1.7,0.8,3.1,12.9,0.2,0,0,0,0,17,16.97
312,Ja'Marr Chase,CIN,WR,10,HOU,0,0,0,0,0,0.4,1.5,0,8,6.1,76.9,0.5,16.9,16.94
313,Amon-Ra St. Brown,DET,WR,2,SEA,0,0,0,0,0,0.5,3.5,0,8.4,6.5,78.8,0.4,16.9,16.93
314,Jared Goff,DET,QB,1,KC,23.3,35.2,261.7,1.8,0.7,1.5,4.5,0.1,0,0,0,0,16.9,16.92
314,Jared Goff,DET,QB,10,LAC,24.1,35.2,272.3,1.7,0.7,1.5,4.3,0.1,0,0,0,0,16.9,16.92
314,Jared Goff,DET,QB,3,ATL,23.6,35.3,267.8,1.9,0.7,1.3,4.1,0,0,0,0,0,16.9,16.92
314,Amon-Ra St. Brown,DET,WR,7,BAL,0,0,0,0,0,0.4,1.9,0,8.9,6.9,76.3,0.4,16.9,16.92
318,Alvin Kamara,NO,RB,8,IND,0,0,0,0,0,14.5,56.8,0.3,6.5,5.4,30.3,0.2,16.9,16.91
319,Dak Prescott,DAL,QB,1,NYG,22,33,248.4,1.7,0.8,3.7,15.6,0.1,0,0,0,0,16.9,16.9
320,CeeDee Lamb,DAL,WR,6,LAC,0,0,0,0,0,0.6,3.1,0,7.4,5.9,76.8,0.5,16.9,16.89
321,Nico Collins,HOU,WR,18,IND,0,0,0,0,0,0.2,1,0,8.8,5.7,80.8,0.5,16.9,16.88
322,Travis Kelce,KC,TE,11,PHI,0,0,0,0,0,0,0,0,8.4,6.7,71.6,0.5,16.9,16.86
323,CeeDee Lamb,DAL,WR,1,NYG,0,0,0,0,0,0.7,3.5,0,8,5.9,78,0.5,16.8,16.85
324,C.J. Stroud,HOU,QB,10,CIN,20.9,33.4,260.7,1.6,0.6,2.4,10.1,0.1,0,0,0,0,16.8,16.84
325,Michael Pittman Jr.,IND,WR,14,CIN,0,0,0,0,0,0.2,0.5,0,8.7,6.8,75.7,0.4,16.8,16.82
326,Jared Goff,DET,QB,12,GB,23.3,34.7,257.9,1.8,0.7,1.7,4.8,0.1,0,0,0,0,16.8,16.8
326,Justin Fields,CHI,QB,3,KC,17.4,28.4,190.4,1.1,0.9,8.6,47.8,0.4,0,0,0,0,16.8,16.8
326,Austin Ekeler,LAC,RB,13,NE,0,0,0,0,0,14.3,53.2,0.5,5.9,4.6,28.8,0.2,16.8,16.8
326,Michael Pittman Jr.,IND,WR,18,HOU,0,0,0,0,0,0.1,0.7,0,10.1,6.8,75.3,0.4,16.8,16.8
330,Geno Smith,SEA,QB,18,ARI,22.5,33.5,254.4,1.7,0.8,2.9,12,0.1,0,0,0,0,16.8,16.78
330,Russell Wilson,DEN,QB,4,CHI,21.6,32.9,248.3,1.6,0.7,3.3,16.5,0.1,0,0,0,0,16.8,16.78
332,Geno Smith,SEA,QB,3,CAR,22.2,32.1,241.7,1.7,0.7,3.1,15,0.1,0,0,0,0,16.8,16.77
332,Bijan Robinson,ATL,RB,6,WAS,0,0,0,0,0,14.9,70.5,0.5,4.5,3.6,21.2,0.2,16.8,16.77
332,Deebo Samuel Sr.,SF,WR,3,NYG,0,0,0,0,0,3.2,16.9,0.2,7.2,5.2,64.8,0.4,16.8,16.77
335,David Montgomery,DET,RB,5,CAR,0,0,0,0,0,20.1,81.3,0.7,3.2,2.5,15.3,0.1,16.8,16.76
335,Stefon Diggs,BUF,WR,15,DAL,0,0,0,0,0,0.07,0.3,0,10.2,6.6,71.3,0.5,16.8,16.76
337,Keenan Allen,LAC,WR,9,NYJ,0,0,0,0,0,0.1,0.4,0,9.2,6.8,75,0.4,16.7,16.74
338,Trevor Lawrence,JAX,QB,8,PIT,21.5,34.2,237.4,1.4,0.7,5.2,24.3,0.2,0,0,0,0,16.7,16.73
338,Tony Pollard,DAL,RB,8,LAR,0,0,0,0,0,15.5,70.5,0.6,4.6,3.6,20.8,0.1,16.7,16.73
340,Alvin Kamara,NO,RB,6,HOU,0,0,0,0,0,16.1,65.8,0.4,5.3,4.2,25.3,0.2,16.7,16.71
340,Cooper Kupp,LAR,WR,15,WAS,0,0,0,0,0,0.2,1.3,0,8.6,6.2,73.8,0.5,16.7,16.71
342,Jordan Love,GB,QB,5,LV,19.6,32.3,229.1,1.6,0.8,4,17.3,0.2,0,0,0,0,16.7,16.69
342,Russell Wilson,DEN,QB,13,HOU,20.1,29.8,219.5,1.5,0.6,4.6,23.1,0.2,0,0,0,0,16.7,16.69
342,Travis Kelce,KC,TE,4,NYJ,0,0,0,0,0,0.02,0.1,0,7.9,6.1,69.8,0.6,16.7,16.69
342,Stefon Diggs,BUF,WR,16,LAC,0,0,0,0,0,0.05,0.2,0,9.3,6.3,73.7,0.5,16.7,16.69
346,Russell Wilson,DEN,QB,1,LV,20.4,31.4,232.7,1.5,0.6,3.8,17.6,0.2,0,0,0,0,16.7,16.67
346,Justin Fields,CHI,QB,15,CLE,16.8,28.6,186.1,1,0.8,10.4,54.3,0.3,0,0,0,0,16.7,16.67
346,Jahmyr Gibbs,DET,RB,8,LV,0,0,0,0,0,14.5,68.4,0.5,5.3,4.2,22.3,0.1,16.7,16.67
346,Austin Ekeler,LAC,RB,12,BAL,0,0,0,0,0,13.5,50.2,0.4,6,4.8,28.5,0.3,16.7,16.67
350,Geno Smith,SEA,QB,2,DET,21.8,32.6,243.9,1.7,0.8,3,14.9,0.1,0,0,0,0,16.6,16.65
350,Sam Howell,WAS,QB,15,LAR,23.8,37.9,255,1.4,1,3.3,16.5,0.3,0,0,0,0,16.6,16.65
350,CeeDee Lamb,DAL,WR,5,SF,0,0,0,0,0,0.5,2.8,0,7.6,6.2,77.7,0.4,16.6,16.65
353,Trevor Lawrence,JAX,QB,18,TEN,22.1,34.3,242.3,1.4,0.7,4.9,21.1,0.2,0,0,0,0,16.6,16.6
354,Jordan Love,GB,QB,4,DET,19,31.1,225.3,1.5,0.7,4.5,19.8,0.2,0,0,0,0,16.6,16.59
355,Tua Tagovailoa,MIA,QB,16,DAL,22.5,33.4,267,1.7,0.8,1.6,5,0.1,0,0,0,0,16.6,16.58
355,Trevor Lawrence,JAX,QB,10,SF,22.7,34.7,242.5,1.4,0.8,4.6,20.8,0.2,0,0,0,0,16.6,16.58
357,Russell Wilson,DEN,QB,15,DET,19.5,29.9,217.5,1.5,0.7,5.1,24.7,0.2,0,0,0,0,16.6,16.57
358,Travis Etienne Jr.,JAX,RB,6,IND,0,0,0,0,0,18.6,80.7,0.5,4,3.2,18.9,0.1,16.6,16.56
358,Keenan Allen,LAC,WR,2,TEN,0,0,0,0,0,0.2,0.9,0,9.1,6.7,75.7,0.4,16.6,16.56
360,Trevor Lawrence,JAX,QB,11,TEN,21.8,32.8,237.9,1.4,0.7,4.5,20.2,0.2,0,0,0,0,16.5,16.54
361,Deshaun Watson,CLE,QB,3,TEN,21.4,32.9,237,1.4,0.8,5,24.5,0.2,0,0,0,0,16.5,16.53
361,Puka Nacua,LAR,WR,15,WAS,0,0,0,0,0,0.3,2,0,8.7,5.8,75.3,0.5,16.5,16.53
363,Russell Wilson,DEN,QB,14,LAC,19.3,29.8,216.6,1.4,0.6,5.4,26.6,0.2,0,0,0,0,16.5,16.52
363,Bijan Robinson,ATL,RB,3,DET,0,0,0,0,0,15.1,66.8,0.5,4.5,3.6,22.4,0.2,16.5,16.52
363,A.J. Brown,PHI,WR,18,NYG,0,0,0,0,0,0.1,0.6,0,8.7,5.6,78.6,0.5,16.5,16.52
363,Davante Adams,LV,WR,8,DET,0,0,0,0,0,0.02,0.1,0,8.6,6,77.1,0.5,16.5,16.52
367,Joshua Dobbs,MIN,QB,11,DEN,21.8,34.2,228.2,1.4,0.8,5.8,27.8,0.2,0,0,0,0,16.5,16.51
368,Matthew Stafford,LAR,QB,17,NYG,21.5,33.1,256.3,1.7,0.7,1.4,4.5,0.1,0,0,0,0,16.5,16.5
368,James Cook,BUF,RB,16,LAC,0,0,0,0,0,14.2,66.6,0.4,4.1,3.4,30.4,0.2,16.5,16.5
368,Saquon Barkley,NYG,RB,2,ARI,0,0,0,0,0,17.5,77,0.5,4.5,3.5,19,0.1,16.5,16.5
371,Cooper Kupp,LAR,WR,12,ARI,0,0,0,0,0,0.2,1.1,0,8.2,5.9,74.8,0.5,16.5,16.49
372,Kirk Cousins,MIN,QB,2,PHI,24,36.2,262.9,1.7,0.8,1.8,5.6,0.1,0,0,0,0,16.5,16.48
372,Puka Nacua,LAR,WR,6,ARI,0,0,0,0,0,0.2,0.9,0,8.3,6.1,72.9,0.5,16.5,16.48
372,Amon-Ra St. Brown,DET,WR,4,GB,0,0,0,0,0,0.5,3.3,0,8.3,6.6,73.5,0.4,16.5,16.48
375,Derrick Henry,TEN,RB,1,NO,0,0,0,0,0,19.4,85.7,0.7,2.6,1.9,14,0.1,16.5,16.47
376,Alvin Kamara,NO,RB,13,DET,0,0,0,0,0,14.4,57.5,0.3,5.6,4.8,31.1,0.2,16.5,16.46
377,Rachaad White,TB,RB,16,JAX,0,0,0,0,0,18.3,72.5,0.5,4.1,3.2,25.9,0.1,16.4,16.44
377,Deebo Samuel Sr.,SF,WR,17,WAS,0,0,0,0,0,2.7,14.4,0.2,6.5,4.7,67,0.4,16.4,16.44
379,Geno Smith,SEA,QB,10,WAS,22.1,32.9,244.5,1.7,0.8,3.1,12.5,0.1,0,0,0,0,16.4,16.43
380,Justin Fields,CHI,QB,5,WAS,16.6,27.3,189.6,1.2,0.9,8.6,46.4,0.3,0,0,0,0,16.4,16.42
380,Jordan Love,GB,QB,15,TB,20.9,32.5,233.7,1.6,0.8,3.3,14.7,0.2,0,0,0,0,16.4,16.42
382,Josh Jacobs,LV,RB,5,GB,0,0,0,0,0,17.2,70.2,0.5,4.7,3.7,22.9,0.1,16.4,16.41
383,Tua Tagovailoa,MIA,QB,18,BUF,22.6,33.8,267.4,1.6,0.8,1.7,5,0.1,0,0,0,0,16.4,16.4
383,Adam Thielen,CAR,WR,8,HOU,0,0,0,0,0,0.05,0.2,0,8.6,6.5,68.8,0.5,16.4,16.4
385,Dak Prescott,DAL,QB,6,LAC,22.3,33.3,246.4,1.7,0.9,2.7,11.3,0.1,0,0,0,0,16.4,16.39
385,Nick Chubb,CLE,RB,2,PIT,0,0,0,0,0,18.3,89.7,0.6,3,2.1,13.2,0.1,16.4,16.39
387,Trevor Lawrence,JAX,QB,16,TB,22.5,33.7,247.3,1.4,0.7,4.1,16.9,0.2,0,0,0,0,16.4,16.38
387,Kyler Murray,ARI,QB,10,ATL,20.3,31.1,216.2,1.4,0.7,5.2,27.3,0.2,0,0,0,0,16.4,16.38
387,Amon-Ra St. Brown,DET,WR,3,ATL,0,0,0,0,0,0.5,3,0,8.3,6.5,73.8,0.4,16.4,16.38
390,Cooper Kupp,LAR,WR,16,NO,0,0,0,0,0,0.2,0.9,0,8.9,6,74.8,0.5,16.4,16.37
391,Travis Etienne Jr.,JAX,RB,8,PIT,0,0,0,0,0,17.3,78.2,0.6,3.8,2.9,16.4,0.1,16.4,16.36
391,Adam Thielen,CAR,WR,9,IND,0,0,0,0,0,0.05,0.2,0,8.6,6.3,70.4,0.5,16.4,16.36
393,A.J. Brown,PHI,WR,4,WAS,0,0,0,0,0,0.3,1.3,0,7.6,5.4,80.2,0.5,16.4,16.35
393,CeeDee Lamb,DAL,WR,4,NE,0,0,0,0,0,0.6,3.3,0,7.6,5.9,73.2,0.5,16.4,16.35
395,A.J. Brown,PHI,WR,6,NYJ,0,0,0,0,0,0.2,0.9,0,7.6,5.3,79.5,0.5,16.3,16.34
395,Justin Jefferson,MIN,WR,15,CIN,0,0,0,0,0,0.1,0.8,0,9.5,5.8,80.6,0.4,16.3,16.34
397,Tony Pollard,DAL,RB,1,NYG,0,0,0,0,0,14.9,72,0.5,4,3,19.3,0.2,16.3,16.33
398,Jared Goff,DET,QB,15,DEN,22.9,34.2,256.3,1.7,0.7,1.6,4.6,0.1,0,0,0,0,16.3,16.31
399,Alvin Kamara,NO,RB,16,LAR,0,0,0,0,0,14.4,57.4,0.3,5.5,4.4,33.4,0.2,16.3,16.28
399,CeeDee Lamb,DAL,WR,2,NYJ,0,0,0,0,0,0.6,3.4,0,8.1,6,71.4,0.5,16.3,16.28
401,Tony Pollard,DAL,RB,6,LAC,0,0,0,0,0,16.1,74.5,0.5,4.2,3.4,20.2,0.1,16.3,16.27
